Ticker,Name,Sector,Industry,MarketCap,EPS,PE,PS,BookMarket,DivRatio
926,BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software,9989776.0,-1.56,-1.02,1.51,0.34,0.0
927,BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components,2327815248.0,1.65,18.36,3.39,0.33,0.4
928,BSQR,BSQUARE Corporation,Miscellaneous,Business Services,26952429.0,-0.98,-2.14,0.35,0.89,0.0
929,CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,13544110222.0,4.52,19.67,0.75,0.12,1.87
930,CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software,11711079280.0,0.85,54.21,6.1,,0.0
931,CLBS,"Caladrius Biosciences, Inc.",Health Care,Hospital/Nursing Management,,,,,0.84,
932,CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,733108541.0,0.42,50.59,1.96,0.29,0.0
933,CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals,,-1.28,-3.0,4.69,0.93,
934,CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,,3.19,15.62,1.52,,
935,CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components,66761561.0,-0.19,-3.77,0.5,0.52,0.0
936,CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments,1269860724.0,0.02,1209.95,4.33,0.13,0.0
937,CDNA,"CareDx, Inc.",Health Care,Medical Specialities,879212740.0,,,,0.04,
938,CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production,1952384802.0,1.17,14.12,1.33,0.59,0.23
939,TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants,519948590.0,0.34,30.83,0.33,0.47,0.0
940,CASY,"Caseys General Stores, Inc.",Consumer Durables,Automotive Aftermarket,4522233999.0,9.41,14.41,0.54,0.27,1.07
941,CASS,"Cass Information Systems, Inc",Miscellaneous,Business Services,802456924.0,,,,0.28,0.98
942,CATS,"Catasys, Inc.",Health Care,Hospital/Nursing Management,169316139.0,-0.97,-11.92,14.63,-0.04,0.0
943,CBOE,"Cboe Global Markets, Inc.",,,10935177105.0,4.81,22.87,4.67,0.26,1.13
944,CDK,"CDK Global, Inc.",Miscellaneous,Business Services,,2.93,16.29,2.81,-0.05,0.6
945,CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution,12967396372.0,4.47,19.25,0.8,0.09,0.84
946,CELG,Celgene Corporation,Health Care,Major Pharmaceuticals,61382489883.0,3.94,18.81,3.69,0.09,0.0
947,CLRB,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,9779284.0,2.57,0.83,0.0,1.62,0.0
948,CETX,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components,18567200.0,-0.2,-4.09,0.08,3.8,0.0
949,CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting,902593205.0,0.7,4.73,1.09,,
950,CENT,Central Garden & Pet Company,Consumer Durables,Consumer Specialties,1434475327.0,2.39,14.41,0.8,0.69,0.0
951,CERN,Cerner Corporation,Technology,EDP Services,20964158520.0,2.52,22.32,3.51,0.27,0.0
952,KOOL,Cesca Therapeutics Inc.,Capital Goods,Medical Specialities,7846676.0,-3.84,-0.08,0.4,2.0,0.0
953,CSBR,"Champions Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),161884409.0,0.0,2592.64,4.75,0.02,0.0
954,CHTR,"Charter Communications, Inc.",Consumer Services,Television Services,75423018115.0,44.48,7.27,1.77,0.6,0.0
955,CCXI,"ChemoCentryx, Inc.",Health Care,Major Pharmaceuticals,,12.51,0.82,0.11,0.04,0.0
956,CHKE,Cherokee Inc.,Consumer Non-Durables,Apparel,11095841.0,-4.08,-0.15,0.35,,0.0
957,PLCE,"Children&#39;s Place, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,2102036448.0,4.69,21.26,0.85,0.21,1.89
958,CREG,China Recycling Energy Corporation,Miscellaneous,Business Services,10055340.0,-1.66,-0.42,1.22,32.55,0.0
959,CNET,"ChinaNet Online Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing",26618696.0,,,,0.26,
960,CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers,12739369353.0,8.45,9.09,2.06,0.67,2.52
961,CIDM,Cinedigm Corp,Consumer Services,Consumer Electronics/Video Chains,38225050.0,-0.36,-2.31,0.48,-1.05,0.0
962,CTAS,Cintas Corporation,Consumer Non-Durables,Apparel,20752946603.0,,,,0.17,1.64
963,CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,2201944071.0,1.61,24.15,1.71,0.49,0.0
964,CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,2.20018311966e+11,0.27,177.63,4.47,0.21,1.27
965,CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,14636189739.0,0.9,117.38,5.02,0.05,0.0
966,CLNE,Clean Energy Fuels Corp.,Public Utilities,Natural Gas Distribution,504590675.0,-0.23,-9.58,1.1,1.17,0.0
967,CLFD,"Clearfield, Inc.",Public Utilities,Telecommunications Equipment,,0.32,39.43,2.17,0.4,0.0
968,CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service,61613937034.0,13.31,14.13,16.07,0.36,6.26
969,COKE,"Coca-Cola Consolidated, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),363620988.0,11.9,17.84,0.33,1.0,1.31
970,JVA,"Coffee Holding Co., Inc.",Consumer Non-Durables,Food Distributors,25153876.0,0.18,25.05,0.28,1.04,0.0
971,CCOI,"Cogent Communications Holdings, Inc.",Consumer Services,Telecommunications Equipment,2443876284.0,0.34,142.82,4.27,-0.06,2.06
972,CGNX,Cognex Corporation,Capital Goods,Industrial Machinery/Components,8701380786.0,0.85,53.17,10.02,0.15,0.18
973,CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services,43639386655.0,,,,0.27,0.75
974,COHR,"Coherent, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,3818570355.0,10.07,13.66,1.78,0.39,0.0
975,CHRS,"Coherus BioSciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),941300755.0,-3.23,-3.17,0.0,0.02,
976,CLCT,"Collectors Universe, Inc.",Miscellaneous,Business Services,131621672.0,0.54,23.2,1.66,0.13,0.9
977,COLM,Columbia Sportswear Company,Consumer Non-Durables,Apparel,6263601347.0,,,,0.28,0.85
978,CMCSA,Comcast Corporation,Consumer Services,Television Services,1.61192416379e+11,5.24,7.31,2.0,0.42,0.7
979,CBSH,"Commerce Bancshares, Inc.",Finance,Major Banks,6983185716.0,,,,0.4,
980,CVGI,"Commercial Vehicle Group, Inc.",Capital Goods,Auto Parts:O.E.M.,,0.94,7.12,0.23,0.51,0.0
981,COMM,"CommScope Holding Company, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,5358958494.0,1.13,16.98,0.8,0.47,0.0
982,CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services,378490524.0,-0.85,-31.39,1.26,0.42,0.41
983,CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,779239793.0,1.46,17.12,0.98,0.85,
984,CFMS,"ConforMIS, Inc.",Health Care,Industrial Specialties,61277365.0,-0.83,-0.58,0.3,1.43,0.0
985,CONN,"Conn&#39;s, Inc.",Consumer Services,Consumer Electronics/Video Chains,1062923918.0,-0.01,-3586.44,-110.99,0.84,0.0
986,CPRT,"Copart, Inc.",Consumer Durables,Automotive Aftermarket,12052912529.0,1.95,24.15,5.94,0.15,0.0
987,CORT,Corcept Therapeutics Incorporated,Health Care,Major Pharmaceuticals,1542321006.0,1.32,9.9,6.32,0.17,0.0
988,CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software,,-0.68,-72.25,5.39,0.02,0.0
989,CRVS,"Corvus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,,-1.91,-2.64,0.0,0.77,0.0
990,CSGP,"CoStar Group, Inc.",Miscellaneous,Business Services,14371566893.0,5.54,66.44,11.7,0.22,0.0
991,COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,98202607948.0,7.15,30.53,0.68,0.14,1.57
992,CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Services,Restaurants,3598141289.0,10.35,16.37,1.33,0.15,8.65
993,BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),340625384.0,0.65,25.53,1.53,0.43,0.0
994,CREE,"Cree, Inc.",Technology,Semiconductors,3587173919.0,-2.7,-16.66,2.93,0.48,0.0
995,CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing,1302643997.0,,,,0.22,
996,CRWS,"Crown Crafts, Inc.",Basic Industries,Textiles,54375613.0,0.38,15.24,0.77,0.68,0.32
997,CSGS,"CSG Systems International, Inc.",Technology,EDP Services,1290971183.0,1.85,18.99,1.37,0.3,0.85
998,CSWI,"CSW Industrials, Inc.",Basic Industries,Home Furnishings,859683415.0,-0.06,-939.45,2.51,0.33,0.0
999,CSX,CSX Corporation,Transportation,Railroads,64204677241.0,,,,0.25,0.86
1000,CTIC,CTI BioPharma Corp.,Health Care,Major Pharmaceuticals,,-0.85,-1.45,5.25,,0.0
1001,CMLS,Cumulus Media Inc.,Consumer Services,Broadcasting,,-6.97,-1.54,0.28,,0.0
1002,CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),63375989.0,-0.53,-2.74,8.68,0.02,0.0
1003,CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals,19392771.0,-0.41,-8.41,0.63,0.79,0.0
1004,CY,Cypress Semiconductor Corporation,Technology,Semiconductors,4963931980.0,0.15,87.76,1.89,0.39,0.43
1005,CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,,-1.29,-9.81,6.76,0.28,0.0
1006,DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines,338420845.0,,,,,0.0
1007,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants,2478578134.0,3.12,14.77,1.47,0.24,0.15
1008,TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,,,,,1.06,
1009,XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments,8194609191.0,-7.37,-4.96,2.05,0.63,0.35
1010,DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,68648118.0,-1.31,-2.18,0.1,0.81,0.0
1011,DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,125465823.0,-0.2,-12.77,0.26,0.53,0.0
1012,DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,11171698881.0,0.49,281.92,13.32,0.05,0.0
1013,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,,,,,0.23,
1014,DMRC,Digimarc Corporation,Technology,EDP Services,314236712.0,-2.92,-6.52,10.29,0.28,0.0
1015,DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,28166765.0,,,,1.52,0.22
1016,DISCA,"Discovery, Inc.",Consumer Services,Television Services,17245218320.0,,,,0.5,
1017,DISH,DISH Network Corporation,Consumer Services,Television Services,16035809124.0,5.62,5.57,1.06,0.59,0.0
1018,DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,19174222126.0,7.39,11.48,0.88,0.39,0.0
1019,DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.,2366815321.0,3.64,23.81,3.06,,0.0
1020,DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,942782615.0,,,,0.17,
1021,DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants,5975796077.0,,,,-0.12,
1022,DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components,689386472.0,1.77,20.87,0.55,0.46,0.01
1023,DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments,24106406.0,,,,1.06,
1024,DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,688128761.0,-2.36,-5.2,262.26,0.13,0.0
1025,ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions,13682276804.0,3.31,15.82,4.99,0.53,0.14
1026,SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,1133513518.0,0.07,252.98,1.27,0.78,0.15
1027,EWBC,"East West Bancorp, Inc.",Finance,Major Banks,8926640923.0,4.25,12.0,4.89,0.57,0.84
1028,EBAY,eBay Inc.,Miscellaneous,Business Services,32239526326.0,-0.83,-36.07,2.93,0.24,0.0
1029,EBIX,"Ebix, Inc.",Technology,EDP Services,1828268432.0,3.53,13.34,3.18,0.37,
1030,SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,0.0
1031,EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical,59133081.0,0.49,27.78,0.55,0.66,0.4
1032,EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software,202254362.0,-5.36,-1.24,0.02,-0.02,0.0
1033,EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,33941859380.0,3.18,26.46,4.96,0.21,0.0
1034,EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting,68418442.0,,,,,
1035,ENDP,Endo International plc,Health Care,Major Pharmaceuticals,2003705806.0,-6.05,-2.87,0.75,0.29,0.0
1036,EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software,1205504320.0,-0.01,-1596.07,1.05,0.13,0.0
1037,WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,,-2.01,-3.51,0.0,0.15,0.0
1038,EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products,,-0.67,-1.21,0.49,,0.0
1039,ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical,27514380.0,-0.14,-5.89,0.5,0.85,0.0
1040,ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers,715202998.0,,,,,
1041,EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals,642208422.0,-1.97,-4.02,45.84,0.27,0.0
1042,EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts,33180294418.0,4.04,95.29,6.16,0.33,8.98
1043,ERIE,Erie Indemnity Company,Finance,Specialty Insurers,5725911976.0,,,,0.15,3.33
1044,ETSY,"Etsy, Inc.",Miscellaneous,Business Services,5317052425.0,0.68,66.5,9.98,0.07,0.0
1045,EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service,5961469601.0,2.9,38.36,2.31,0.21,0.0
1046,EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,8402500280.0,-1.18,-59.42,21.29,0.09,0.0
1047,EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,5251384770.0,1.24,13.52,6.69,0.18,0.0
1048,EXPI,"eXp World Holdings, Inc.",Finance,Real Estate,,-0.51,-21.11,1.54,0.04,0.0
1049,EXPE,"Expedia Group, Inc.",Consumer Services,Transportation Services,17014624171.0,2.94,42.16,1.7,0.35,1.22
1050,EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,12672447568.0,,,,0.15,0.88
1051,STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts,3598907998.0,0.54,34.43,2.72,0.39,0.27
1052,EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment,611715434.0,-0.52,-11.75,0.7,0.16,0.0
1053,FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment,,7.41,22.77,4.78,0.13,0.0
1054,FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",4.54015134914e+11,6.73,22.53,8.46,0.18,0.0
1055,FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components,1004123748.0,-0.7,-71.41,2.14,0.44,0.0
1056,FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials,16264242964.0,2.56,20.61,3.14,0.15,1.46
1057,FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals,,-1.76,-22.4,25.2,0.15,
1058,LION,Fidelity Southern Corporation,Finance,Major Banks,644829946.0,,,,0.7,
1059,FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants,764811945.0,0.18,102.92,0.75,0.48,0.0
1060,FITB,Fifth Third Bancorp,Finance,Major Banks,19378962761.0,3.14,8.87,2.81,0.87,
1061,FNSR,Finisar Corporation,Technology,Semiconductors,2094567450.0,-0.85,-26.41,2.01,0.61,0.0
1062,FNJN,"Finjan Holdings, Inc.",Miscellaneous,Multi-Sector Companies,119526334.0,1.48,2.02,0.78,0.76,
1063,FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment,3203924970.0,-1.51,-11.66,4.18,0.19,0.0
1064,FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks,5567663446.0,,,,,1.35
1065,FMBH,"First Mid-Illinois Bancshares, Inc.",Finance,Major Banks,586530001.0,2.29,16.15,3.74,0.74,0.56
1066,FSLR,"First Solar, Inc.",Technology,Semiconductors,4953992904.0,-3.25,-11.35,2.04,1.34,0.0
1067,FISV,"Fiserv, Inc.",Technology,EDP Services,32823390240.0,3.53,22.05,5.51,,0.0
1068,FPRX,"Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals,478539043.0,-4.05,-3.17,7.03,0.65,0.0
1069,FLEX,Flex Ltd.,Technology,Electrical Products,6515679774.0,0.57,14.05,0.16,0.75,0.0
1070,FLXS,"Flexsteel Industries, Inc.",Consumer Durables,Home Furnishings,229834462.0,1.63,14.66,0.39,1.29,0.88
1071,FLIR,"FLIR Systems, Inc.",Capital Goods,Industrial Machinery/Components,8090707369.0,0.97,49.79,3.65,0.29,0.64
1072,FONR,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,144990004.0,3.31,6.28,1.58,0.81,0.0
1073,FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services,800316720.0,,,,0.19,0.79
1074,FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment,14156763385.0,0.71,95.46,6.73,0.08,0.0
1075,FBIO,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,,,,,1.68,
1076,FORD,"Forward Industries, Inc.",Consumer Non-Durables,Plastic Products,14369997.0,0.15,10.13,0.44,0.76,0.0
1077,FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties,1042956540.0,-2.67,-6.57,0.32,0.61,0.0
1078,FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,128229671.0,-0.46,-2.15,0.08,,0.0
1079,FELE,"Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications,2161207185.0,1.92,23.23,1.64,0.35,0.47
1080,FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,76010722.0,-3102.75,0.0,0.0,1.46,0.0
1081,RAIL,"Freightcar America, Inc.",Capital Goods,Railroads,211257139.0,-2.12,-4.53,0.38,1.84,
1082,FEIM,"Frequency Electronics, Inc.",Capital Goods,Electrical Products,92709223.0,-2.57,-4.41,2.43,0.65,0.0
1083,FRPT,"Freshpet, Inc.",Consumer Non-Durables,Packaged Foods,1221819109.0,-0.16,-203.61,6.15,0.1,
1084,FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment,720566100.0,-19.22,-0.19,0.03,5.1,2.47
1085,FTEK,"Fuel Tech, Inc.",Capital Goods,Pollution Control Equipment,32630290.0,-0.09,-14.52,0.57,1.08,0.0
1086,FCEL,"FuelCell Energy, Inc.",Miscellaneous,Industrial Machinery/Components,89403298.0,-0.73,-1.16,0.53,2.08,0.0
1087,GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts,7398544952.0,1.81,18.18,7.08,0.34,2.53
1088,GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,13588110875.0,3.36,18.5,3.57,0.32,2.08
1089,GENC,Gencor Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks,26207413.0,0.87,12.78,1.63,5.61,0.0
1090,GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities,,0.53,139.98,6.92,0.09,0.0
1091,GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.,5563870943.0,1.69,13.13,3.3,0.32,0.42
1092,GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components,179344971.0,-1.45,-10.69,2.71,0.84,0.0
1093,GERN,Geron Corporation,Health Care,Major Pharmaceuticals,,-0.16,-9.57,294.42,0.64,0.0
1094,ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore,1364249116.0,2.38,14.08,1.05,0.54,0.0
1095,GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel,1980529012.0,1.85,16.53,0.62,0.78,0.0
1096,GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),99871943623.0,1.22,55.49,3.95,0.26,2.24
1097,GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate,535724310.0,-0.1,-186.86,5.28,,
1098,GBT,"Global Blood Therapeutics, Inc.",Health Care,Major Pharmaceuticals,1823751626.0,-3.4,-10.67,0.0,0.25,0.0
1099,GLUU,Glu Mobile Inc.,Technology,EDP Services,1020991046.0,-0.37,-19.61,2.87,0.17,0.0
1100,GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals,,-1.12,-10.51,0.0,0.43,0.0
1101,GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components,931432605.0,-1.42,-3.75,0.67,0.22,0.0
1102,LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services,,,,,0.2,0.0
1103,GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals,729576154.0,0.23,74.82,0.17,1.42,1.04
1104,GRPN,"Groupon, Inc.",Technology,Advertising,2137168881.0,-0.02,-172.23,0.61,0.2,0.0
1105,GSIT,"GSI Technology, Inc.",Technology,Semiconductors,146942060.0,-0.15,-37.03,2.6,0.71,0.0
1106,GTXI,"GTx, Inc.",Health Care,Major Pharmaceuticals,,-1.86,-0.73,0.0,0.95,0.0
1107,GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production,,2.55,3.56,1.21,2.09,0.0
1108,GWGH,"GWG Holdings, Inc",Finance,Life Insurance,39357767.0,-8.26,-0.73,0.48,,7.42
1109,HNRG,Hallador Energy Company,Energy,Coal Mining,185725421.0,0.88,6.65,0.64,1.46,0.16
1110,HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2531096370.0,0.32,50.31,8.17,0.1,0.0
1111,HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys,12587477910.0,1.64,58.86,2.54,0.15,2.39
1112,HAYN,"Haynes International, Inc.",Capital Goods,Steel/Iron Ore,427938124.0,-1.75,-20.08,1.0,0.76,0.89
1113,HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services,7623056147.0,1.59,22.93,1.16,0.24,0.0
1114,HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management,2959186200.0,0.98,45.16,1.62,0.13,0.77
1115,HQY,"HealthEquity, Inc.",Miscellaneous,Business Services,5480233201.0,1.08,64.25,15.76,0.11,0.0
1116,HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing",947381385.0,1.04,22.99,2.95,0.4,1.01
1117,HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services,591510473.0,,,,0.38,0.53
1118,HELE,Helen of Troy Limited,Consumer Durables,Home Furnishings,3232284382.0,4.22,30.33,2.16,0.32,0.0
1119,HMNY,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services,1653104.0,,,,,
1120,HMTV,"Hemisphere Media Group, Inc.",Consumer Services,Television Services,560785680.0,,,,,
1121,HNNA,"Hennessy Advisors, Inc.",Finance,Investment Managers,108694696.0,2.64,4.6,1.74,0.74,0.37
1122,HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities,13395554511.0,2.57,32.9,0.99,0.29,0.0
1123,HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores,343104637.0,1.55,9.28,0.3,1.29,0.0
1124,HPJ,Highpower International Inc,Miscellaneous,Industrial Machinery/Components,39210338.0,0.81,2.88,0.13,1.96,0.0
1125,HOLX,"Hologic, Inc.",Health Care,Medical Electronics,11064511747.0,-0.4,-102.75,3.55,0.2,0.0
1126,HOMB,"Home BancShares, Inc.",Finance,Major Banks,3762233998.0,1.45,13.34,5.09,0.7,0.45
1127,HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books,736681588.0,-0.52,-16.93,0.81,0.76,0.0
1128,HTGM,"HTG Molecular Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,124202877.0,-0.69,-4.99,3.74,0.23,
1129,HDSN,"Hudson Technologies, Inc.",Consumer Durables,Industrial Specialties,53851988.0,-1.25,-0.92,0.29,1.52,0.0
1130,HBAN,Huntington Bancshares Incorporated,Finance,Major Banks,16912565039.0,1.31,11.24,3.58,0.7,0.48
1131,HURC,"Hurco Companies, Inc.",Capital Goods,Industrial Machinery/Components,304006803.0,,,,0.81,
1132,HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services,1116784114.0,-0.88,-60.23,1.34,0.44,0.0
1133,IDSY,"I.D. Systems, Inc.",Consumer Durables,Telecommunications Equipment,117977508.0,-0.23,-26.43,1.94,0.31,0.0
1134,IAC,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores,17426759104.0,5.63,31.79,3.62,0.23,0.0
1135,IBKC,IBERIABANK Corporation,Finance,Major Banks,4669572042.0,4.37,17.1,3.41,0.97,1.68
1136,ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments,5538527682.0,4.22,54.91,3.3,0.27,0.0
1137,IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,19850112587.0,3.78,53.34,8.1,0.0,0.0
1138,INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing",20831632353.0,1.43,36.88,5.37,0.38,0.0
1139,ILMN,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,52861200000.0,4.66,66.76,14.08,0.08,0.0
1140,IMDZ,Immune Design Corp.,Health Care,Major Pharmaceuticals,,-1.14,-1.38,33.16,1.38,0.0
1141,IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals,1288611390.0,-1.04,-5.41,9.53,0.06,0.0
1142,INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,13794953128.0,-0.52,-121.99,7.41,0.13,0.0
1143,INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment,916412484.0,-1.02,-4.31,0.83,0.92,0.0
1144,INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,,,,,0.89,
1145,ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services,41259468.0,-0.2,-11.91,2.83,0.84,0.0
1146,INOV,"Inovalon Holdings, Inc.",Technology,EDP Services,1555644560.0,-0.07,-154.92,3.27,0.4,0.0
1147,PODD,Insulet Corporation,Health Care,Medical/Dental Instruments,5479642475.0,-0.23,-356.77,9.07,0.04,0.0
1148,IART,Integra LifeSciences Holdings Corporation,Health Care,Medical/Dental Instruments,4821116344.0,,,,0.29,0.0
